Dist_Name,Corrected_Percent_Flooded_Area,Population,Normalized_Flooded_Area,Fatalities_Per_100k,Injuries_Per_100k,Normalized_Flood_Duration,DFSI
North,1.725427554,2128488,0.017254276,0.8926524368471892,0.42283536482235273,0.08571428571428572,0.3546140907309569
North East,1.464774777,1444919,0.014647747769999999,0.13841606346099677,0.4844562221134887,0.08571428571428572,0.1808085797646928
West,5.312905892,3053772,0.053129059,0.06549277418222448,0.1964783225466734,0.08571428571428572,0.10020361034079589
East ,0.1,1368632,0.001,0,0,0,0.00025
South West,3.339650881,1719303,0.033396508809999996,0.7561203580753363,0.23265241786933424,0.08571428571428572,0.27697089261723906
Central,7.250541685,1667718,0.072505417,0.29981087929733924,0.7795082861730821,0.08571428571428572,0.30938471700867676
New Delhi,0.014199219,1064852,0.00014199219000000002,1.972105043705604,1.8781952797196229,0.08571428571428572,0.9840391503323782
South,0.006747594,1636592,6.747594e-05,0.12220516781213643,0.24441033562427286,0.08571428571428572,0.11309931627267375
Shahdara,0.1,1645700,0.001,0.12152883271556177,0.24305766543112353,0.08571428571428572,0.11282519596524276
South East,0.629289386,1758195,0.006292893859999999,0.11375302511951177,0.22750605023902354,0.08571428571428572,0.10831656373320525
North West,0.1,2287355,0.001,0.08743723645870448,0.17487447291740896,0.08571428571428572,0.08725649877259978
North Goa,1.581879791,718288,0.015818798,0.9745394604949547,0.5568796917114026,0.11428571428571428,0.41538091610051786
South Goa,1.79256855,857449,0.017925686,0.23325002419969001,0.46650004839938003,0.45714285714285713,0.2937046538104818
Valsad,1.738920562,2077846,0.017389206,6.063972017175479,0.09625352408215047,0.4857142857142857,1.6658322581479788
Amreli,0.09592198,1650731,0.00095922,13.569745767178299,0.6057922217490311,0.5142857142857142,3.672695730753261
The Dangs,2.164733438,274863,0.021647334379999997,24.739597544958762,1.4552704438211037,0.6857142857142857,6.725557402218538
Banas Kantha,0.567783602,3729629,0.005677836,2.9225426979466325,0.053624636659571234,0.5142857142857142,0.8740327212279795
Patan,2.596395996,1464752,0.02596396,3.277005254131758,0.13654188558882321,0.7142857142857143,1.0384492034915738
Mahesana,0.691706976,2169424,0.00691707,3.1344725604584442,0.13828555413787255,0.7428571428571429,1.005633081803365
Gandhinagar,1.279892254,1324292,0.012798923,3.700090312408442,0.151024094384018,0.7142857142857143,1.1445497609045436
Ahmadabad,4.09983488,8738876,0.040998349,2.025432103625226,0.2631917422789842,0.34285714285714286,0.6681198343903383
Panch Mahals,0.388326019,1953336,0.00388326,4.402724364881413,0.1023889387181724,0.6285714285714286,1.2843919980902534
Dohad,0.129721916,2742293,0.0012972191599999999,0.9116458379903242,0,0.7142857142857143,0.4068071928590096
Vadodara,3.043652457,3437852,0.030436524569999998,3.0542327011168604,0.08726379146048172,0.37142857142857144,0.8858403971439783
Bharuch,1.820453727,1704669,0.018204537,13.668342651857927,3.28509522963109,0.4,4.342910604689754
Porbandar,4.865917388,660431,0.048659173879999996,7.419397332953783,0.30283254420219524,0.34285714285714286,2.0284365484732803
Narmada,3.114996648,694589,0.031149966,6.766591466320371,0,0.3142857142857143,1.7780067867715212
Surat,5.334773331,8228098,0.053347733,2.612997560311022,0.10938129322232185,0.3142857142857143,0.7725030752822646
Tapi,0.099755767,952637,0.000997558,4.723730025182729,0.31491533501218194,0.5142857142857142,1.3884821580376563
Aravalli,0.683258715,1276998,0.0068325871500000005,3.054037672729323,0.07830865827511085,0.6857142857142857,0.9562233009671799
Botad,0.877107887,737921,0.008771078869999999,5.149602735252148,0.13551586145400388,0.4857142857142857,1.4449009903226093
Chota Udaipur,0.112482708,1206205,0.001124827,1.8239022388399981,0,0.45714285714285713,0.5705424807657138
Mahisagar,0.698306974,1041596,0.006983069739999999,3.1682149317009665,0.09600651308184746,0.7142857142857143,0.996372557202132
Gir Somnath,0.247012876,1353212,0.002470129,4.5816915605241455,0.36949125488097945,0.5714285714285714,1.381270378898424
Sabar Kantha,0.326713001,1581118,0.00326713,5.755421164011794,0,0.45714285714285713,1.5539577877911628
Kachchh,3.088679389,2654359,0.030886794,4.633887126797845,0.37673879079657274,0.6857142857142857,1.4318067492996758
Surendranagar,1.139615495,1806637,0.011396155,6.033309403051083,0.27675731206656345,0.37142857142857144,1.6732228603740547
Rajkot,0.307696507,3534875,0.0030769650700000002,48.827752042151424,0.22631634781993704,0.5142857142857142,12.392857767331769
Kheda,2.845630539,2023119,0.028456305390000002,5.0417202349441625,0.2965717785261272,0.42857142857142855,1.4488299368579296
Anand,5.403718781,2767476,0.054037187810000005,1.5176283371563115,0.03613400802753122,0.6285714285714286,0.5590927403913178
Bhavnagar,0.019310059,2765060,0.000193101,8.137255611089815,0.216993482962395,0.4,2.1886105486605527
Junagadh,1.19245741,1644700,0.011924574,16.537970450538094,0.7296163434060923,0.45714285714285713,4.4341635562967605
Jamnagar,0.00210776,1509267,2.1077600000000003e-05,15.636729617754845,0.5300586311103337,0.5714285714285714,4.184559474473438
Devbhumi Dwarka,0.024373659,898223,0.00024373658999999999,6.568524742742058,0.22266185568617144,0.5714285714285714,1.8407147266117
Morbi,0.192014618,1099951,0.001920146,4.3638307524607916,0.18182628135253298,0.6,1.286894294998331
Navsari,2.26353903,1457183,0.02263539,5.421419272665136,0.4117533624808964,0.6,1.6139520063615078
Jhajjar,1.429459568,999200,0.014294596,0.4003202562049639,0,0.2,0.15365371297124097
Gurugram,1.164893604,2517256,0.011648936,0.35753216995013615,0,0.2,0.14229527649753404
Faridabad,6.911149485,2383525,0.069111495,0.5873653517374476,0.08390933596249252,0.2,0.23509654563748505
Mahendragarh,0.561660955,970462,0.00561661,0.20608740991404095,0,0.2,0.10292600486601025
Rewari,0.828055738,1012074,0.008280557,0.4940350211545796,0,0.17142857142857143,0.16843603749078778
Nuh,0.669910248,1279625,0.006699102,0.15629578978216274,0,0.2,0.09074872306554069
Palwal,1.788990887,1312139,0.017889909,0.15242287593006532,0,0.2,0.09257819620001634
Charki Dadri,0.852566261,545880,0.008525663,0.36638088957279985,0,0.2,0.14372663804569996
Yamunanagar,5.731626983,1366309,0.05731627,0.8050887463963129,0.36594943018014225,0.14285714285714285,0.3428028973158995
Kurukshetra,5.501219071,1080970,0.055012190710000006,1.572661590978473,0,0.2,0.45691844542211824
Kaithal,3.116290715,1238219,0.031162907,2.422834732789595,0.24228347327895952,0.17142857142857143,0.7169274211617815
Sirsa,9.795019476,1511023,0.097950195,2.9119344973570884,0.3309016474269419,0.17142857142857143,0.8780537277431504
Karnal,3.348768976,1700198,0.03348769,1.58805033296122,0.41171675298994587,0.17142857142857143,0.5511708367849343
Jind,1.133905451,1489426,0.011339055,2.0813387170628146,0.40283975168957703,0.17142857142857143,0.6667365236727407
Fatehabad,9.544000142,1056284,0.095440001,0.3786860351950801,0.5680290527926202,0.17142857142857143,0.30339591520906795
Hisar,4.24034665,1943429,0.042403467,2.7785939182753783,0.15436632879307657,0.22857142857142856,0.800983785534971
Panipat,1.825319296,1456085,0.018253193,1.3048688778471038,0,0.17142857142857143,0.37363766055891884
Sonipat,0.905127272,1771137,0.009051273,1.2421399360975465,0.28230453093126057,0.17142857142857143,0.42623107779434466
Bhiwani,2.187233082,1296415,0.021872331,2.3912096049490326,0.4628147622481998,0.14285714285714285,0.7546884602185938
Rohtak,0.999841319,1194736,0.009998413,4.35242597527822,0.41850249762290576,0.2,1.2452317215227815
Panchkula,0.282076231,597239,0.002820762,3.0138688196852517,1.0046229398950839,0.11428571428571428,1.0338995590440123
Ambala,4.251029067,1296203,0.042510291,2.7773427464679528,0.8486325058652079,0.14285714285714285,0.9528356714650759
Lahul & Spiti,0.011872748,31023,0.00011872748000000001,186.95806337233665,3.2234148857299423,0.17142857142857143,47.58825638924379
Chamba,0.208436762,586226,0.002084368,21.322834538215638,2.217574791974426,0.14285714285714285,5.921337710166801
Kangra,0.077501311,1693351,0.0007750131100000001,10.216428844344735,3.4251611154450554,0.11428571428571428,3.439162671796376
Kullu,0.216410933,460044,0.002164109,80.64446009512135,44.56095503908322,0.11428571428571428,31.330466239455067
Mandi,0.736416396,1131583,0.007364164,16.525522210920453,2.297666189753646,0.11428571428571428,4.736209569729953
Kinnaur,0.539592883,87703,0.005395929,256.5476665564462,72.97355848716691,0.14285714285714285,82.41736952882506
Una,0.018255416,573625,0.000182554,11.331444759206798,0.8716495968620616,0.17142857142857143,3.0936763704143577
Shimla,0.735818063,904737,0.007358181,39.237922180700025,19.011049619944803,0.11428571428571428,14.592653923890136
Solan,0.280667145,678073,0.002806671,17.10730260606159,2.2121511990596883,0.14285714285714285,4.866279404857106
Sirmaur,0.977864526,564300,0.009778645,14.885699096225412,2.4809498493709023,0.14285714285714285,4.379821183428365
Hamirpur,0.625287522,502514,0.006252875220000001,43.580875358696474,3.9799886172325545,0.2857142857142857,11.963207784215829
Hamirpur,0.625287522,1250794,0.006252875220000001,17.50887836046543,1.5989843251566604,0.2857142857142857,4.849957461639094
Bilaspur,2.184503883,2180689,0.021845039,5.090134356618482,0.41271359648257955,0.14285714285714285,1.4168875336970514
Bilaspur,2.184503883,517758,0.021845039,21.438587139165403,1.7382638220944922,0.14285714285714285,5.83538828573676
Kupwara,0.51995716,1053524,0.005199572,3.5120225073182954,0.1898390544496376,0.14285714285714285,0.962479569056269
Bandipore,1.936451826,378179,0.019364518,7.932751421945692,1.0577001895927591,0.2,2.3024540324496128
Baramula,0.911142533,1224436,0.009111425,6.1252691034892806,3.1851399338144257,0.14285714285714285,2.365594401372712
Ganderbal,1.495531299,559525,0.014955313,10.365935391626826,2.3233993119163574,0.17142857142857143,3.2189296469904387
Anantnag,0.30280149,1290100,0.003028015,6.278583055577088,3.4105883264863186,0.11428571428571428,2.45162127781228
Kishtwar,0.281956344,231938,0.002819563,23.713233709008442,12.503341410204452,0.14285714285714285,9.090562956377509
Srinagar,0.278932913,904040,0.002789329,8.074863944073272,0.7743020220344232,0.17142857142857143,2.2558459666665662
Badgam,3.806150556,992328,0.038061506,5.1394297046944155,1.1085044461105602,0.17142857142857143,1.6143560569483868
Pulwama,2.991682452,1008086,0.029916825,7.539039327993843,1.6863640602091488,0.11428571428571428,2.342401481752176
Punch,0.67832765,697454,0.006783276499999999,22.223687870454537,1.8639222084897356,0.11428571428571428,6.052169767432496
Shupiyan,1.080602368,391024,0.010806024,8.183640901837228,0.25573877818241336,0.17142857142857143,2.155403568782053
Kulgam,0.022991182,578651,0.000229912,8.467971195072677,1.2097101707246682,0.17142857142857143,2.4623349622614787
Rajouri,0.283908485,659577,0.002839085,16.525743014083268,2.7290217821421914,0.11428571428571428,4.842972398840293
Ramban,0.444408931,360350,0.004444089,13.597890939364506,4.995143610378799,0.14285714285714285,4.685083945477612
Reasi,1.239061446,394393,0.012390614,15.973914344321528,4.563975526949008,0.14285714285714285,5.1732844071469195
Doda,0.270530155,563657,0.0027053015499999998,21.644368827141328,6.032037214121354,0.11428571428571428,6.948349264274599
Jammu,1.589424608,1766664,0.015894246,15.509457372765848,4.52830872197543,0.14285714285714285,5.049129370919605
Kathua,0.045617922,639161,0.00045617921999999996,17.522971520477626,3.2855571600895552,0.11428571428571428,5.230817643518224
Udhampur,0.47427651,695644,0.004742765,17.393954378963954,1.1500135126587736,0.14285714285714285,4.672891949894968
